Image_Path,Food_Name,Question_Group,Question,Answer
images/bun_cha_ca/image_33.jpg,Bún chả cá,Màu sắc,Màu thịt cá là gì?,Vàng nhạt
images/bun_cha_ca/image_33.jpg,Bún chả cá,Màu sắc,Màu rau giá là gì?,Xanh
images/bun_cha_ca/image_33.jpg,Bún chả cá,Vị trí / Hành động,Rau giá mọc ở đâu?,Bên cạnh
images/bun_cha_ca/image_34.jpg,Bún chả cá,Màu sắc,Màu chả cá là gì?,Vàng
images/bun_cha_ca/image_34.jpg,Bún chả cá,Màu sắc,Màu hành lá là gì?,Xanh
images/bun_cha_ca/image_34.jpg,Bún chả cá,Màu sắc,Màu ớt là gì?,Đỏ
images/bun_cha_ca/image_35.jpg,Bún chả cá,Màu sắc,Màu nước dùng là gì?,Vàng
images/bun_cha_ca/image_35.jpg,Bún chả cá,Màu sắc,Màu chả cá là gì?,Vàng
images/bun_cha_ca/image_35.jpg,Bún chả cá,Vị trí / Hành động,Chả cá ở đâu?,Nổi trên mặt
images/bun_cha_ca/image_4.jpg,Bún chả cá,Màu sắc,Màu nước là gì?,Vàng đục
images/bun_cha_ca/image_4.jpg,Bún chả cá,Màu sắc,Màu chả cá là gì?,Nâu
images/bun_cha_ca/image_4.jpg,Bún chả cá,Màu sắc,Màu rau sống là gì?,Xanh mướt
images/bun_cha_ca/image_4.jpg,Bún chả cá,Màu sắc,Màu nước chấm là gì?,Đỏ cam
images/bun_cha_ca/image_4.jpg,Bún chả cá,Màu sắc,Màu ớt là gì?,Xanh
images/bun_cha_ca/image_5.jpg,Bún chả cá,Màu sắc,Màu của bún là gì?,Trắng
images/bun_cha_ca/image_5.jpg,Bún chả cá,Màu sắc,Màu của chả cá là gì?,Vàng
images/bun_cha_ca/image_5.jpg,Bún chả cá,Màu sắc,Màu của cà chua là gì?,Đỏ
images/bun_cha_ca/image_5.jpg,Bún chả cá,Màu sắc,Màu của rau thì là là gì?,Xanh
images/bun_cha_ca/image_5.jpg,Bún chả cá,Số lượng/Hình dáng,Hình dáng của chả cá là gì?,Tam giác
images/bun_cha_ca/image_6.jpg,Bún chả cá,Màu sắc,Màu bún là gì?,Trắng
images/bun_cha_ca/image_6.jpg,Bún chả cá,Màu sắc,Màu chả cá là gì?,Vàng nâu
images/bun_cha_ca/image_6.jpg,Bún chả cá,Màu sắc,Màu hành lá và cà chua là gì?,Xanh và đỏ
images/bun_cha_ca/image_6.jpg,Bún chả cá,Vị trí / Hành động,Hành lá và cà chua ở đâu?,Trên mặt
images/bun_cha_ca/image_7.jpg,Bún chả cá,Số lượng/Hình dáng,Số tô bún chả cá là bao nhiêu?,Ba
images/bun_cha_ca/image_7.jpg,Bún chả cá,Màu sắc,Màu của nước dùng là gì?,Đỏ cam
images/bun_cha_ca/image_7.jpg,Bún chả cá,Màu sắc,Màu của chả cá là gì?,Vàng
images/bun_cha_ca/image_8.jpg,Bún chả cá,Màu sắc,Màu nước dùng là gì?,Vàng
images/bun_cha_ca/image_8.jpg,Bún chả cá,Màu sắc,Màu chả cá là gì?,Hồng cam
images/bun_cha_ca/image_8.jpg,Bún chả cá,Màu sắc,Màu tôm là gì?,Đỏ
images/bun_cha_ca/image_8.jpg,Bún chả cá,Vị trí / Hành động,Bát bún chả cá nằm ở đâu?,Ở giữa
images/bun_cha_ca/image_9.jpg,Bún chả cá,Màu sắc,Màu bún là gì?,Vàng nhạt
images/bun_cha_ca/image_9.jpg,Bún chả cá,Màu sắc,Màu chả cá là gì?,Vàng nâu
images/bun_cha_ca/image_9.jpg,Bún chả cá,Màu sắc,Màu rau là gì?,Xanh
images/bun_cha_ca/image_9.jpg,Bún chả cá,Màu sắc,Màu ớt là gì?,Đỏ
images/bun_cha_ca/image_9.jpg,Bún chả cá,Vị trí / Hành động,Ớt để ở đâu?,Bát nhỏ
images/bun_dau_mam_tom/image_24.jpg,Bún đậu mắm tôm,Số lượng/Hình dáng,Số bát mắm tôm?,Hai
images/bun_dau_mam_tom/image_24.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Mắm tôm ở đâu?,Bát
images/bun_dau_mam_tom/image_25.jpg,Bún đậu mắm tôm,Số lượng/Hình dáng,Số chén mắm tôm?,Hai
images/bun_dau_mam_tom/image_26.jpg,Bún đậu mắm tôm,Số lượng/Hình dáng,Món ăn có mấy loại?,Nhiều
images/bun_dau_mam_tom/image_26.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Bún để đâu?,Mẹt
images/bun_dau_mam_tom/image_27.jpg,Bún đậu mắm tôm,Màu sắc,Màu của bún là gì?,Trắng
images/bun_dau_mam_tom/image_27.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu là gì?,Vàng
images/bun_dau_mam_tom/image_28.jpg,Bún đậu mắm tôm,Màu sắc,Màu bún là gì?,Trắng
images/bun_dau_mam_tom/image_28.jpg,Bún đậu mắm tôm,Màu sắc,Màu mắm tôm là gì?,Nâu
images/bun_dau_mam_tom/image_28.jpg,Bún đậu mắm tôm,Màu sắc,Màu rau là gì?,Xanh
images/bun_dau_mam_tom/image_28.jpg,Bún đậu mắm tôm,Màu sắc,Màu bún đậu là gì?,Vàng
images/bun_dau_mam_tom/image_29.jpg,Bún đậu mắm tôm,Màu sắc,Màu của bún là gì?,Trắng
images/bun_dau_mam_tom/image_29.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu rán là gì?,Vàng
images/bun_dau_mam_tom/image_29.jpg,Bún đậu mắm tôm,Màu sắc,Màu của mắm tôm là gì?,Tím
images/bun_dau_mam_tom/image_29.jpg,Bún đậu mắm tôm,Màu sắc,Màu của dưa chuột là gì?,Xanh
images/bun_dau_mam_tom/image_29.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Đồ ăn được đặt ở đâu?,Trên mẹt tre
images/bun_dau_mam_tom/image_3.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu hũ là gì?,Vàng
images/bun_dau_mam_tom/image_3.jpg,Bún đậu mắm tôm,Màu sắc,Màu của rau thơm là gì?,Xanh
images/bun_dau_mam_tom/image_3.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Bún đậu được bày trong gì?,Mẹt
images/bun_dau_mam_tom/image_30.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu hũ là gì?,Vàng
images/bun_dau_mam_tom/image_30.jpg,Bún đậu mắm tôm,Số lượng/Hình dáng,Số bát nước chấm là bao nhiêu?,Hai
images/bun_dau_mam_tom/image_30.jpg,Bún đậu mắm tôm,Màu sắc,Màu của rau là gì?,Xanh
images/bun_dau_mam_tom/image_31.jpg,Bún đậu mắm tôm,Màu sắc,Màu bún là gì?,Trắng
images/bun_dau_mam_tom/image_31.jpg,Bún đậu mắm tôm,Màu sắc,Màu đậu là gì?,Vàng
images/bun_dau_mam_tom/image_31.jpg,Bún đậu mắm tôm,Màu sắc,Màu mắm tôm là gì?,Đỏ tím
images/bun_dau_mam_tom/image_31.jpg,Bún đậu mắm tôm,Số lượng/Hình dáng,Số bát mắm tôm là bao nhiêu?,Hai
images/bun_dau_mam_tom/image_31.jpg,Bún đậu mắm tôm,Màu sắc,Màu rau là gì?,Xanh
images/bun_dau_mam_tom/image_32.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu là gì?,Vàng
images/bun_dau_mam_tom/image_32.jpg,Bún đậu mắm tôm,Màu sắc,Màu của rau thơm là gì?,Xanh
images/bun_dau_mam_tom/image_32.jpg,Bún đậu mắm tôm,Màu sắc,Màu của ớt là gì?,Đỏ
images/bun_dau_mam_tom/image_33.jpg,Bún đậu mắm tôm,Màu sắc,Màu của bún là gì?,Trắng
images/bun_dau_mam_tom/image_33.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu rán là gì?,Vàng
images/bun_dau_mam_tom/image_33.jpg,Bún đậu mắm tôm,Màu sắc,Màu của mắm tôm là gì?,Đỏ cam
images/bun_dau_mam_tom/image_34.jpg,Bún đậu mắm tôm,Màu sắc,Màu của bún là gì?,Trắng
images/bun_dau_mam_tom/image_34.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu là gì?,Vàng
images/bun_dau_mam_tom/image_34.jpg,Bún đậu mắm tôm,Màu sắc,Màu của rau là gì?,Xanh
images/bun_dau_mam_tom/image_34.jpg,Bún đậu mắm tôm,Màu sắc,Màu của ớt là gì?,Đỏ
images/bun_dau_mam_tom/image_35.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu là gì?,Vàng
images/bun_dau_mam_tom/image_35.jpg,Bún đậu mắm tôm,Màu sắc,Màu của mắm tôm là gì?,Hồng
images/bun_dau_mam_tom/image_35.jpg,Bún đậu mắm tôm,Màu sắc,Màu của bún là gì?,Trắng
images/bun_dau_mam_tom/image_35.jpg,Bún đậu mắm tôm,Màu sắc,Màu của rau là gì?,Xanh
images/bun_dau_mam_tom/image_36.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu là gì?,Vàng
images/bun_dau_mam_tom/image_36.jpg,Bún đậu mắm tôm,Màu sắc,Màu của rau là gì?,Xanh
images/bun_dau_mam_tom/image_36.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Bún và các món ăn khác được bày như thế nào?,Trên mẹt
images/bun_dau_mam_tom/image_37.jpg,Bún đậu mắm tôm,Màu sắc,Màu của bún là gì?,Trắng
images/bun_dau_mam_tom/image_37.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu rán là gì?,Vàng
images/bun_dau_mam_tom/image_37.jpg,Bún đậu mắm tôm,Màu sắc,Màu của dưa chuột là gì?,Xanh
images/bun_dau_mam_tom/image_38.jpg,Bún đậu mắm tôm,Số lượng/Hình dáng,Món ăn có bao nhiêu loại thực phẩm?,6 loại
images/bun_dau_mam_tom/image_38.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Thịt và dồi được chế biến như thế nào?,Luộc
images/bun_dau_mam_tom/image_39.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu là gì?,Vàng
images/bun_dau_mam_tom/image_39.jpg,Bún đậu mắm tôm,Số lượng/Hình dáng,Hình dạng của bún là gì?,Trắng vuông
images/bun_dau_mam_tom/image_39.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Thịt được đặt ở đâu?,Trên mẹt
images/bun_dau_mam_tom/image_4.jpg,Bún đậu mắm tôm,Màu sắc,Màu của bún là gì?,Trắng
images/bun_dau_mam_tom/image_4.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu hũ là gì?,Vàng
images/bun_dau_mam_tom/image_4.jpg,Bún đậu mắm tôm,Màu sắc,Màu của mắm tôm là gì?,Tím sẫm
images/bun_dau_mam_tom/image_40.jpg,Bún đậu mắm tôm,Số lượng/Hình dáng,Số mẹt bún đậu là bao nhiêu?,Hai
images/bun_dau_mam_tom/image_40.jpg,Bún đậu mắm tôm,Màu sắc,Màu của bún là gì?,Trắng
images/bun_dau_mam_tom/image_41.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu hũ?,Vàng
images/bun_dau_mam_tom/image_41.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Vị trí của chén mắm tôm?,Bên cạnh
images/bun_dau_mam_tom/image_42.jpg,Bún đậu mắm tôm,Màu sắc,Màu mắm tôm là gì?,Tím sẫm
images/bun_dau_mam_tom/image_42.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Mắm tôm ở đâu?,Trong chén
images/bun_dau_mam_tom/image_43.jpg,Bún đậu mắm tôm,Số lượng/Hình dáng,Có bao nhiêu loại thực phẩm?,Nhiều
images/bun_dau_mam_tom/image_43.jpg,Bún đậu mắm tôm,Vị trí/Hành động,Vị trí của mắm tôm?,Trong bát
images/bun_dau_mam_tom/image_44.jpg,Bún đậu mắm tôm,Số lượng/Hình dáng,Số bát mắm tôm?,Hai
images/bun_dau_mam_tom/image_44.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Vị trí chè?,Bên trái
images/bun_dau_mam_tom/image_44.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Vị trí bún đậu?,Ở giữa
images/bun_dau_mam_tom/image_45.jpg,Bún đậu mắm tôm,Số lượng/Hình dáng,Món ăn có bao nhiêu loại thực phẩm?,Nhiều
images/bun_dau_mam_tom/image_45.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Thịt được bày như thế nào?,Luộc
images/bun_dau_mam_tom/image_46.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu là gì?,Vàng
images/bun_dau_mam_tom/image_46.jpg,Bún đậu mắm tôm,Số lượng/Hình dáng,Số mẹt bún đậu mắm tôm là bao nhiêu?,Hai
images/bun_dau_mam_tom/image_46.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Vị trí của hai ly nước giải khát?,Bên cạnh
images/bun_dau_mam_tom/image_5.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Món ăn được bày như thế nào?,Mẹt
images/bun_dau_mam_tom/image_6.jpg,Bún đậu mắm tôm,Màu sắc,Màu của bún là gì?,Trắng
images/bun_dau_mam_tom/image_6.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu là gì?,Vàng
images/bun_dau_mam_tom/image_6.jpg,Bún đậu mắm tôm,Vị trí / Hành động,Vị trí của chén mắm tôm?,Có trong mẹt
images/bun_dau_mam_tom/image_7.jpg,Bún đậu mắm tôm,Màu sắc,Màu của bún là gì?,Trắng
images/bun_dau_mam_tom/image_7.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu hũ là gì?,Vàng
images/bun_dau_mam_tom/image_7.jpg,Bún đậu mắm tôm,Màu sắc,Màu của thịt luộc là gì?,Hồng
images/bun_dau_mam_tom/image_7.jpg,Bún đậu mắm tôm,Màu sắc,Màu của rau là gì?,Xanh
images/bun_dau_mam_tom/image_7.jpg,Bún đậu mắm tôm,Màu sắc,Màu của ớt là gì?,Đỏ
images/bun_dau_mam_tom/image_7.jpg,Bún đậu mắm tôm,Màu sắc,Màu của mắm tôm là gì?,Nâu
images/bun_dau_mam_tom/image_8.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu?,Vàng
images/bun_dau_mam_tom/image_8.jpg,Bún đậu mắm tôm,Màu sắc,Màu của bún?,Trắng
images/bun_dau_mam_tom/image_8.jpg,Bún đậu mắm tôm,Màu sắc,Màu của dưa chuột?,Xanh
images/bun_dau_mam_tom/image_8.jpg,Bún đậu mắm tôm,Màu sắc,Màu của ớt?,Đỏ
images/bun_dau_mam_tom/image_9.jpg,Bún đậu mắm tôm,Màu sắc,Màu của bún là gì?,Trắng
images/bun_dau_mam_tom/image_9.jpg,Bún đậu mắm tôm,Màu sắc,Màu của đậu rán là gì?,Vàng
images/bun_dau_mam_tom/image_9.jpg,Bún đậu mắm tôm,Màu sắc,Màu của mắm tôm là gì?,Hồng
images/bun_dau_mam_tom/image_9.jpg,Bún đậu mắm tôm,Màu sắc,Màu của rau tía tô là gì?,Xanh
images/bun_mam/image_15.jpg,Bún mắm,Màu sắc,Màu nước dùng là gì?,nâu
images/bun_mam/image_16.jpg,Bún mắm,Số lượng/Hình dáng,Số tô bún mắm?,Hai
images/bun_mam/image_16.jpg,Bún mắm,Vị trí / Hành động,Tôm ở đâu?,Trong tô
images/bun_mam/image_17.jpg,Bún mắm,Màu sắc,Màu của rau là gì?,Xanh
images/bun_mam/image_17.jpg,Bún mắm,Số lượng/Hình dáng,Số loại thịt có trong tô?,4
images/bun_mam/image_17.jpg,Bún mắm,Vị trí / Hành động,Vị trí của các loại thịt và rau?,Đầy đặn
images/bun_mam/image_18.jpg,Bún mắm,Màu sắc,Màu của bún mắm là gì?,nâu
images/bun_mam/image_18.jpg,Bún mắm,Màu sắc,Màu của ớt là gì?,đỏ
images/bun_mam/image_18.jpg,Bún mắm,Vị trí / Hành động,Nước lèo như thế nào?,sóng sánh
images/bun_mam/image_19.jpg,Bún mắm,Màu sắc,Màu nước dùng là gì?,Đỏ cam
images/bun_mam/image_19.jpg,Bún mắm,Màu sắc,Màu bún là gì?,Vàng
images/bun_mam/image_2.jpg,Bún mắm,Màu sắc,Màu của bún mắm là gì?,Nâu đậm
images/bun_mam/image_2.jpg,Bún mắm,Màu sắc,Màu của sợi bún là gì?,Trắng
images/bun_mam/image_2.jpg,Bún mắm,Màu sắc,Màu của thịt heo quay là gì?,Vàng
images/bun_mam/image_2.jpg,Bún mắm,Màu sắc,Màu của rau là gì?,Xanh
images/bun_mam/image_2.jpg,Bún mắm,Hình dáng,Hình dáng của sợi bún là gì?,Tròn
images/bun_mam/image_20.jpg,Bún mắm,Màu sắc,Màu sắc của rau là gì?,Xanh
images/bun_mam/image_20.jpg,Bún mắm,Số lượng/Hình dáng,Tô bún mắm có nhiều loại thực phẩm không?,Có
images/bun_mam/image_20.jpg,Bún mắm,Vị trí / Hành động,Thực phẩm được chan với gì?,Mắm
images/bun_mam/image_21.jpg,Bún mắm,Màu sắc,Màu của tôm?,Đỏ
images/bun_mam/image_21.jpg,Bún mắm,Màu sắc,Màu của mực?,Trắng
images/bun_mam/image_21.jpg,Bún mắm,Màu sắc,Màu của nước lèo?,Nâu đậm
images/bun_mam/image_21.jpg,Bún mắm,Màu sắc,Màu của rau?,Xanh
images/bun_mam/image_21.jpg,Bún mắm,Màu sắc,Màu của cá?,Vàng
images/bun_mam/image_22.jpg,Bún mắm,Số lượng/Hình dáng,Số lượng loại thịt?,Hai
images/bun_mam/image_23.jpg,Bún mắm,Số lượng/Hình dáng,Có bao nhiêu loại thực phẩm?,4 loại
images/bun_mam/image_23.jpg,Bún mắm,Vị trí / Hành động,Thực phẩm ở đâu?,Cùng nhau
images/bun_mam/image_24.jpg,Bún mắm,Màu sắc,Màu của rau?,xanh
images/bun_mam/image_24.jpg,Bún mắm,Vị trí / Hành động,Bún mắm ở đâu?,trong bát
images/bun_mam/image_24.jpg,Bún mắm,Số lượng/Hình dáng,Hình dạng của bát?,tròn
images/bun_mam/image_25.jpg,Bún mắm,Màu sắc,Màu của tôm?,Đỏ
images/bun_mam/image_25.jpg,Bún mắm,Màu sắc,Màu của thịt heo quay?,Vàng nâu
images/bun_mam/image_25.jpg,Bún mắm,Màu sắc,Màu của rau?,Xanh
images/bun_mam/image_25.jpg,Bún mắm,Màu sắc,Màu của nước lèo?,Sẫm
images/bun_mam/image_26.jpg,Bún mắm,Màu sắc,Màu nước dùng là gì?,nâu sẫm
images/bun_mam/image_26.jpg,Bún mắm,Vị trí / Hành động,Chén mắm đen ở đâu?,bên cạnh
images/bun_mam/image_27.jpg,Bún mắm,Màu sắc,Màu của tôm?,Đỏ cam
images/bun_mam/image_27.jpg,Bún mắm,Màu sắc,Màu của rau?,Xanh
images/bun_mam/image_27.jpg,Bún mắm,Màu sắc,Màu của sợi bún?,Trắng
images/bun_mam/image_27.jpg,Bún mắm,Màu sắc,Màu của nước lèo?,Nâu
images/bun_mam/image_27.jpg,Bún mắm,Màu sắc,Màu của tô?,Trắng
images/bun_mam/image_27.jpg,Bún mắm,Vị trí / Hành động,Vị trí của nước lèo?,Trong tô
images/bun_mam/image_28.jpg,Bún mắm,Màu sắc,Màu của bún là gì?,Trắng
images/bun_mam/image_28.jpg,Bún mắm,Màu sắc,Màu của thịt heo quay là gì?,Nâu đỏ
images/bun_mam/image_28.jpg,Bún mắm,Màu sắc,Màu của rau là gì?,Xanh
images/bun_mam/image_28.jpg,Bún mắm,Màu sắc,Màu của hoa là gì?,Vàng
images/bun_mam/image_28.jpg,Bún mắm,Màu sắc,Màu của ớt là gì?,Đỏ
images/bun_mam/image_29.jpg,Bún mắm,Màu sắc,Màu nước dùng?,Nâu đục
images/bun_mam/image_29.jpg,Bún mắm,Màu sắc,Màu sợi bún?,Trắng
images/bun_mam/image_29.jpg,Bún mắm,Màu sắc,Màu tôm nõn?,Cam
images/bun_mam/image_29.jpg,Bún mắm,Màu sắc,Màu thịt ba chỉ?,Vàng nâu
images/bun_mam/image_29.jpg,Bún mắm,Màu sắc,Màu rau?,Xanh
images/bun_mam/image_3.jpg,Bún mắm,Màu sắc,Màu nước lèo là gì?,nâu
images/bun_mam/image_3.jpg,Bún mắm,Màu sắc,Màu ớt là gì?,đỏ
images/bun_mam/image_3.jpg,Bún mắm,Vị trí / Hành động,Tất cả nằm ở đâu?,trong tô trắng
images/bun_mam/image_30.jpg,Bún mắm,Màu sắc,Màu nước lèo là gì?,hổ phách
images/bun_mam/image_30.jpg,Bún mắm,Màu sắc,Màu bát bún mắm là gì?,trắng
images/bun_mam/image_30.jpg,Bún mắm,Vị trí / Hành động,Nồi kim chi ở đâu?,góc
images/bun_mam/image_31.jpg,Bún mắm,Màu sắc,Màu nước dùng là gì?,Nâu đục
images/bun_mam/image_31.jpg,Bún mắm,Màu sắc,Màu của ớt là gì?,Đỏ
images/bun_mam/image_31.jpg,Bún mắm,Vị trí / Hành động,"Vị trí của các lát cá, tôm, thịt heo quay?",Nổi trên bề mặt
images/bun_mam/image_32.jpg,Bún mắm,Màu sắc,Màu nước lèo là gì?,Vàng hổ phách
images/bun_mam/image_32.jpg,Bún mắm,Vị trí / Hành động,Đĩa rau sống ở đâu?,Bên cạnh
images/bun_mam/image_33.jpg,Bún mắm,Màu sắc,Màu nước dùng là gì?,Nâu đục
images/bun_mam/image_33.jpg,Bún mắm,Màu sắc,Màu bún là gì?,Trắng
images/bun_mam/image_34.jpg,Bún mắm,Màu sắc,Màu nước lèo là gì?,Vàng
images/bun_mam/image_34.jpg,Bún mắm,Màu sắc,Màu ớt là gì?,Đỏ
images/bun_mam/image_34.jpg,Bún mắm,Màu sắc,Màu bún mắm là gì?,Trắng đục
images/bun_mam/image_35.jpg,Bún mắm,Màu sắc,Màu nước dùng là gì?,nâu hổ phách
images/bun_mam/image_35.jpg,Bún mắm,Màu sắc,Màu của tôm là gì?,hồng
images/bun_mam/image_35.jpg,Bún mắm,Màu sắc,Màu của cá là gì?,trắng
images/bun_mam/image_35.jpg,Bún mắm,Màu sắc,Màu của rau là gì?,xanh
images/bun_mam/image_35.jpg,Bún mắm,Vị trí / Hành động,Vị trí của mắm cá?,trên mặt
images/bun_mam/image_36.jpg,Bún mắm,Màu sắc,Màu nước dùng là gì?,Vàng nhạt
images/bun_mam/image_36.jpg,Bún mắm,Màu sắc,Màu bún mắm là gì?,Trắng đục
images/bun_mam/image_36.jpg,Bún mắm,Vị trí / Hành động,Bún mắm nằm ở đâu?,Dưới
images/bun_mam/image_4.jpg,Bún mắm,Màu sắc,Màu nước lèo là gì?,Nâu đỏ
images/bun_mam/image_4.jpg,Bún mắm,Số lượng/Hình dáng,Số lượng ớt là bao nhiêu?,Vài lát
images/bun_mam/image_4.jpg,Bún mắm,Màu sắc,Màu bún mắm là gì?,Trắng
images/bun_mam/image_5.jpg,Bún mắm,Màu sắc,Màu bát bún mắm là gì?,trắng
images/bun_mam/image_6.jpg,Bún mắm,Màu sắc,Màu nước lèo là gì?,Vàng nhạt
images/bun_mam/image_6.jpg,Bún mắm,Màu sắc,Màu của ớt là gì?,"Xanh, đỏ"
images/bun_mam/image_6.jpg,Bún mắm,Số lượng/Hình dáng,Số lượng ớt xanh và đỏ là bao nhiêu?,Vài lát
images/bun_mam/image_6.jpg,Bún mắm,Vị trí / Hành động,Vị trí của quả ớt?,Xung quanh
images/bun_mam/image_7.jpg,Bún mắm,Màu sắc,Màu nước lèo là gì?,Nâu đục
images/bun_mam/image_7.jpg,Bún mắm,Màu sắc,Màu của tôm là gì?,Hồng
images/bun_mam/image_7.jpg,Bún mắm,Màu sắc,Màu của chén nước mắm là gì?,Nâu đỏ
images/bun_mam/image_7.jpg,Bún mắm,Màu sắc,Màu của ớt là gì?,Đỏ
images/bun_mam/image_7.jpg,Bún mắm,Màu sắc,Màu của rau là gì?,Xanh
images/bun_mam/image_8.jpg,Bún mắm,Màu sắc,Màu nước lèo là gì?,Nâu đục
images/bun_mam/image_8.jpg,Bún mắm,Màu sắc,Màu của tôm là gì?,Hồng
images/bun_mam/image_8.jpg,Bún mắm,Màu sắc,Màu của rau là gì?,Xanh
images/bun_mam/image_8.jpg,Bún mắm,Màu sắc,Màu của ớt là gì?,Đỏ
images/bun_mam/image_8.jpg,Bún mắm,Vị trí / Hành động,Bún được bày như thế nào?,Quanh bát
images/bun_mam/image_9.jpg,Bún mắm,Màu sắc,Màu nước lèo?,Trong
images/bun_mam/image_9.jpg,Bún mắm,Màu sắc,Màu bún?,Trắng đục
images/bun_mam/image_9.jpg,Bún mắm,Số lượng/Hình dáng,Sợi bún?,Rối
images/bun_rieu_cua/image_52.jpg,Bún riêu cua,Màu sắc,Màu nước dùng là gì?,Cam đỏ
images/bun_rieu_cua/image_52.jpg,Bún riêu cua,Vị trí / Hành động,Xà lách ở đâu?,Trên dĩa
images/bun_rieu_cua/image_53.jpg,Bún riêu cua,Màu sắc,Màu của bún riêu cua là gì?,Đỏ cam
images/bun_rieu_cua/image_53.jpg,Bún riêu cua,Số lượng/Hình dáng,Số bát bún riêu cua là bao nhiêu?,Hai
images/bun_rieu_cua/image_53.jpg,Bún riêu cua,Vị trí / Hành động,Bát bún riêu cua để trên đâu?,Đĩa trắng
images/bun_rieu_cua/image_54.jpg,Bún riêu cua,Màu sắc,Màu của tô bún?,Trắng
images/bun_rieu_cua/image_54.jpg,Bún riêu cua,Màu sắc,Màu của viền?,Xanh
images/bun_rieu_cua/image_54.jpg,Bún riêu cua,Màu sắc,Màu của riêu cua?,"Cam, đỏ, nâu"
images/bun_rieu_cua/image_55.jpg,Bún riêu cua,Màu sắc,Màu nước dùng là gì?,Cam nhạt
images/bun_rieu_cua/image_55.jpg,Bún riêu cua,Màu sắc,Màu riêu cua là gì?,Vàng nhạt
images/bun_rieu_cua/image_55.jpg,Bún riêu cua,Vị trí / Hành động,Riêu cua ở đâu?,Nổi trên bề mặt
images/bun_rieu_cua/image_56.jpg,Bún riêu cua,Màu sắc,Màu của bún là gì?,Trắng
images/bun_rieu_cua/image_56.jpg,Bún riêu cua,Màu sắc,Màu của nước dùng là gì?,Cam
images/bun_rieu_cua/image_56.jpg,Bún riêu cua,Màu sắc,Màu của riêu cua là gì?,Cam nhạt
images/bun_rieu_cua/image_56.jpg,Bún riêu cua,Vị trí / Hành động,Riêu cua ở vị trí nào?,Nổi trên bề mặt
images/bun_rieu_cua/image_57.jpg,Bún riêu cua,Màu sắc,Màu nước dùng là gì?,Cam
images/bun_rieu_cua/image_57.jpg,Bún riêu cua,Vị trí / Hành động,Riêu cua ở đâu?,Nổi trên bề mặt
images/bun_rieu_cua/image_58.jpg,Bún riêu cua,Màu sắc,Màu nước dùng là gì?,Cam
images/bun_rieu_cua/image_58.jpg,Bún riêu cua,Màu sắc,Màu của bún là gì?,Trắng
images/bun_rieu_cua/image_58.jpg,Bún riêu cua,Số lượng/Hình dáng,Số sợi bún là bao nhiêu?,Vài
images/bun_rieu_cua/image_59.jpg,Bún riêu cua,Màu sắc,Màu của bún riêu cua là gì?,Cam nhạt
images/bun_rieu_cua/image_59.jpg,Bún riêu cua,Số lượng/Hình dáng,Số bát bún riêu cua là bao nhiêu?,Hai
images/bun_rieu_cua/image_59.jpg,Bún riêu cua,Màu sắc,Màu của lá sống là gì?,Xanh
images/bun_rieu_cua/image_6.jpg,Bún riêu cua,Màu sắc,Màu nước dùng là gì?,Nâu đỏ
images/bun_rieu_cua/image_6.jpg,Bún riêu cua,Màu sắc,Màu riêu cua là gì?,Cam
images/bun_rieu_cua/image_6.jpg,Bún riêu cua,Màu sắc,Màu bún là gì?,Trắng
images/bun_rieu_cua/image_60.jpg,Bún riêu cua,Màu sắc,Màu của riêu cua là gì?,Đỏ cam
images/bun_rieu_cua/image_60.jpg,Bún riêu cua,Vị trí / Hành động,Vị trí của sợi bún?,Nổi trên mặt nước dùng
